id,area
E02004542,0
E02006784,0
E02000909,0
E02000900,0
E02000429,0
E02000112,0
E02000901,0
E02000101,0
E02000773,0
E02000682,0
E02000262,0
E02004862,0
E02000183,0
E02000342,0
E02000190,0
E02000616,0
E02000934,0
E02000192,0
E02000754,0
E02000742,0
E02004901,0
E02000979,0
E02000548,0
E02000846,0
E02000085,0
E02000178,0
E02000412,0
E02000413,0
E02004969,0
E02000382,0
E02004930,0
E02000719,0
E02000956,0
E02000961,0
E02004933,0
E02000371,0
E02000613,0
E02000476,0
E02000023,0
E02000524,0
E02003297,0
E02003341,0
E02006837,0
E02000872,0
E02000671,0
E02000472,0
E02005039,0
E02000435,0
E02004966,0
E02000801,0
E02000735,0
E02005028,0
E02004554,0
E02000503,0
E02005055,0
E02006329,0
E02004876,0
E02000209,0
E02004908,0
E02000352,0
E02006924,0
E02000804,0
E02006800,0
E02000533,0
E02000227,0
E02004529,0
E02000098,0
E02004925,0
E02000341,0
E02000514,0
E02000926,0
E02000007,0
E02000827,0
E02000763,0
E02000973,0
E02000302,0
E02000263,0
E02000890,0
E02000779,0
E02000555,0
E02000840,0
E02006789,0
E02000379,0
E02000737,0
E02006832,0
E02003302,0
E02000445,0
E02000658,0
E02000159,0
E02000054,0
E02000713,0
E02000374,0
E02005100,0
E02000652,0
E02000595,0
E02000796,0
E02000160,0
E02000436,0
E02000127,0
E02004424,0
E02004984,0
E02004989,0
E02000767,0
E02000493,0
E02000475,0
E02005066,0
E02000820,0
E02000592,0
E02000887,0
E02000703,0
E02000788,0
E02000593,0
E02006335,0
E02000490,0
E02005034,0
E02000785,0
E02000126,0
E02000837,0
E02004425,0
E02000009,0
E02005061,0
E02000907,0
E02004995,0
E02000334,0
E02000923,0
E02000640,0
E02000277,0
E02006429,0
E02000941,0
E02000882,0
E02000727,0
E02000364,0
E02000362,0
E02000836,0
E02006802,0
E02000516,0
E02000689,0
E02000483,0
E02005058,0
E02000265,0
E02000161,0
E02000214,0
E02004874,0
E02000442,0
E02004971,0
E02000236,0
E02000276,0
E02000433,0
E02000512,0
E02000354,0
E02000456,0
E02004977,0
E02000069,0
E02000274,0
E02000292,0
E02000575,0
E02000258,0
E02000543,0
E02000768,0
E02000280,0
E02005087,0
E02006799,0
E02000694,0
E02000746,0
E02004472,0
E02000391,0
E02000036,0
E02000438,0
E02000283,0
E02000175,0
E02004868,0
E02006338,0
E02000430,0
E02006342,0
E02005090,0
E02006859,0
E02000707,0
E02000594,0
E02000653,0
E02005064,0
E02000948,0
E02000479,0
E02000666,0
E02000511,0
E02000037,0
E02000202,0
E02000075,0
E02000216,0
E02000546,0
E02006362,0
E02000759,0
E02000372,0
E02005035,0
E02000726,0
E02000282,0
E02004872,0
E02000162,0
E02000743,0
E02006926,0
E02000680,0
E02000535,0
E02004851,0
E02005093,0
E02000838,0
E02006343,0
E02000665,0
E02000619,0
E02000191,0
E02000353,0
E02005067,0
E02000213,0
E02000787,0
E02004902,0
E02000373,0
E02000728,0
E02000702,0
E02006330,0
E02000497,0
E02004929,0
E02000156,0
E02000150,0
E02000432,0
E02000944,0
E02004896,0
E02006431,0
E02000720,0
E02000343,0
E02004987,0
E02003695,0
E02000700,0
E02006794,0
E02003686,0
E02000823,0
E02000170,0
E02000925,0
E02000860,0
E02004941,0
E02005091,0
E02000946,0
E02000585,0
E02006333,0
E02000878,0
E02000711,0
E02000965,0
E02006378,0
E02000963,0
E02000482,0
E02000721,0
E02000723,0
E02000029,0
E02000970,0
E02000885,0
E02000337,0
E02000415,0
E02000651,0
E02000471,0
E02000662,0
E02004957,0
E02000299,0
E02004866,0
E02000635,0
E02006921,0
E02000865,0
E02004958,0
E02000937,0
E02000609,0
E02000549,0
E02000638,0
E02000831,0
E02000525,0
E02004849,0
E02006413,0
E02000477,0
E02000978,0
E02000643,0
E02000691,0
E02000358,0
E02000055,0
E02006433,0
E02005060,0
E02000494,0
E02000806,0
E02000332,0
E02000165,0
E02000786,0
E02000279,0
E02000906,0
E02000600,0
E02000119,0
E02004444,0
E02000500,0
E02000639,0
E02000020,0
E02000381,0
E02000570,0
E02000259,0
E02004970,0
E02000158,0
E02000958,0
E02000822,0
E02005038,0
E02000128,0
E02000589,0
E02000667,0
E02000211,0
E02000083,0
E02000380,0
E02000293,0
E02005062,0
E02000296,0
E02003299,0
E02000809,0
E02000679,0
E02006403,0
E02000168,0
E02005037,0
E02000370,0
E02000966,0
E02000067,0
E02004540,0
E02000508,0
E02000816,0
E02000942,0
E02000031,0
E02000748,0
E02004543,0
E02000366,0
E02000105,0
E02000607,0
E02000572,0
E02000084,0
E02000647,0
E02004968,0
E02004439,0
E02000871,0
E02006785,0
E02000345,0
E02006434,0
E02000523,0
E02000487,0
E02000340,0
E02000936,0
E02000599,0
E02000057,0
E02004931,0
E02000348,0
E02000655,0
E02000316,0
E02000464,0
E02003309,0
E02000017,0
E02000275,0
E02000044,0
E02004536,0
E02006375,0
E02000145,0
E02000556,0
E02000144,0
E02000428,0
E02000147,0
E02000552,0
E02000089,0
E02000795,0
E02000395,0
E02000148,0
E02000384,0
E02000030,0
E02000755,0
E02000931,0
E02000911,0
E02004892,0
E02004528,0
E02000208,0
E02000554,0
E02000547,0
E02000696,0
E02000954,0
E02000634,0
E02000805,0
E02000243,0
E02000792,0
E02000559,0
E02004537,0
E02000210,0
E02000606,0
E02000870,0
E02000749,0
E02000983,0
E02000226,0
E02000601,0
E02000207,0
E02000028,0
E02000416,0
E02000734,0
E02006336,0
E02000118,0
E02004963,0
E02000298,0
E02004943,0
E02000877,0
E02000431,0
E02003690,0
E02000326,0
E02000532,0
E02000797,0
E02000094,0
E02000631,0
E02004469,0
E02000032,0
E02000929,0
E02000676,0
E02004898,0
E02006341,0
E02006381,0
E02000818,0
E02000678,0
E02000867,0
E02000864,0
E02000975,0
E02000056,0
E02004962,0
E02003311,0
E02000945,0
E02000847,0
E02000663,0
E02000574,0
E02000690,0
E02000152,0
E02000843,0
E02000520,0
E02000423,0
E02006796,0
E02006798,0
E02000137,0
E02000798,0
E02000803,0
E02000869,0
E02004464,0
E02000155,0
E02000553,0
E02000724,0
E02000451,0
E02003312,0
E02004935,0
E02000637,0
E02006321,0
E02004990,0
E02000772,0
E02000517,0
E02004875,0
E02006432,0
E02000303,0
E02000642,0
E02004853,0
E02000120,0
E02006927,0
E02000762,0
E02000539,0
E02000448,0
E02000939,0
E02000917,0
E02000904,0
E02000108,0
E02000522,0
E02004852,0
E02000981,0
E02000242,0
E02000015,0
E02000486,0
E02005096,0
E02000016,0
E02004907,0
E02000344,0
E02000453,0
E02004871,0
E02000154,0
E02000953,0
E02000250,0
E02004468,0
E02000377,0
E02000587,0
E02000858,0
E02000142,0
E02000729,0
E02000219,0
E02000608,0
E02000096,0
E02000910,0
E02000577,0
E02000856,0
E02000004,0
E02006327,0
E02000039,0
E02000121,0
E02000197,0
E02000204,0
E02006918,0
E02000134,0
E02000132,0
E02000048,0
E02000632,0
E02000131,0
E02004539,0
E02000278,0
E02004534,0
E02004877,0
E02000195,0
E02000045,0
E02000319,0
E02004847,0
E02000718,0
E02006382,0
E02006791,0
E02000578,0
E02000110,0
E02004846,0
E02000810,0
E02000014,0
E02000626,0
E02000281,0
E02004897,0
E02000558,0
E02000913,0
E02000815,0
E02000439,0
E02000769,0
E02005036,0
E02000311,0
E02005099,0
E02000357,0
E02000097,0
E02000839,0
E02004965,0
E02006323,0
E02000499,0
E02000167,0
E02000952,0
E02000047,0
E02006463,1
E02006456,1
E02003691,1
E02003436,1
E02003420,1
E02003419,1
E02006418,1
E02006399,1
E02003409,1
E02003414,1
E02006398,1
E02006400,1
E02003421,1
E02003354,1
E02006393,1
E02006395,1
E02003694,1
E02003408,1
E02006416,1
E02003424,1
E02003431,1
E02006460,1
E02003438,1
E02003412,1
E02003417,1
E02003426,1
E02006462,1
E02003413,1
E02006401,1
E02003415,1
E02003411,1
E02006344,1
E02003693,1
E02003359,1
E02003418,1
E02003423,1
E02003433,1
E02006402,1
E02006466,1
E02006394,1
E02003356,1
E02006459,1
E02003416,1
E02003434,1
E02006421,1
E02006467,1
E02003692,1
E02003427,1
E02003432,1
E02006457,1
E02003357,1
E02006406,1
E02003437,1
E02003429,1
E02006465,1
E02003410,1
E02006464,1
E02006396,1
E02006458,1
E02003435,1
E02003430,1
E02003428,1
E02003422,1
E02006397,1
E02003425,1
E02003352,1
E02006461,1
E02003407,1
E02001436,2
E02001434,2
E02001429,2
E02001431,2
E02001437,2
E02001432,2
E02001430,2
E02001438,2
E02001435,2
E02005305,2
E02001433,2
E02001549,3
E02001539,3
E02001542,3
E02001553,3
E02001572,3
E02001571,3
E02001554,3
E02001559,3
E02001552,3
E02001540,3
E02001550,3
E02001576,3
E02001555,3
E02001547,3
E02001544,3
E02002725,3
E02001543,3
E02001548,3
E02001541,3
E02001567,3
E02001565,3
E02001563,3
E02001574,3
E02001546,3
E02001557,3
E02001564,3
E02001556,3
E02001577,3
E02001560,3
E02001545,3
E02005835,3
E02001575,3
E02001562,3
E02001561,3
E02001551,3
E02001566,3
E02005837,3
E02001723,4
E02004302,4
E02001819,4
E02001799,4
E02001802,4
E02001707,4
E02005720,4
E02001712,4
E02005724,4
E02004311,4
E02001782,4
E02005740,4
E02001756,4
E02004295,4
E02001695,4
E02001772,4
E02001808,4
E02004324,4
E02004323,4
E02001774,4
E02001715,4
E02001703,4
E02004334,4
E02001765,4
E02005738,4
E02001798,4
E02004301,4
E02001826,4
E02001685,4
E02001729,4
E02001805,4
E02004304,4
E02004328,4
E02001742,4
E02001816,4
E02001684,4
E02001724,4
E02005734,4
E02001767,4
E02001791,4
E02004298,4
E02001747,4
E02001753,4
E02001682,4
E02004316,4
E02005737,4
E02004325,4
E02001822,4
E02001781,4
E02005722,4
E02001815,4
E02005732,4
E02001780,4
E02001733,4
E02004336,4
E02001795,4
E02004327,4
E02005725,4
E02001783,4
E02001762,4
E02005721,4
E02001738,4
E02006842,4
E02001754,4
E02001692,4
E02001734,4
E02004333,4
E02001760,4
E02001809,4
E02005741,4
E02001763,4
E02001744,4
E02001746,4
E02004320,4
E02001700,4
E02001748,4
E02004319,4
E02001721,4
E02001704,4
E02001710,4
E02004350,4
E02004331,4
E02004299,4
E02004300,4
E02005717,4
E02001800,4
E02001814,4
E02001764,4
E02004318,4
E02001730,4
E02005736,4
E02004296,4
E02001813,4
E02005723,4
E02004335,4
E02001731,4
E02001788,4
E02001699,4
E02001697,4
E02005715,4
E02001801,4
E02001752,4
E02006893,4
E02001759,4
E02005726,4
E02001694,4
E02001793,4
E02001786,4
E02001792,4
E02006841,4
E02001789,4
E02001713,4
E02005710,4
E02005739,4
E02001732,4
E02001790,4
E02001735,4
E02001777,4
E02001683,4
E02001821,4
E02004291,4
E02004290,4
E02004337,4
E02004326,4
E02004303,4
E02004330,4
E02001818,4
E02001820,4
E02001688,4
E02001693,4
E02001691,4
E02001708,4
E02001706,4
E02004310,4
E02001758,4
E02001775,4
E02001741,4
E02004305,4
E02001686,4
E02004329,4
E02005729,4
E02001806,4
E02005709,4
E02004297,4
E02001745,4
E02005731,4
E02001750,4
E02001794,4
E02004339,4
E02001779,4
E02001690,4
E02004349,4
E02001689,4
E02001757,4
E02001720,4
E02001778,4
E02004314,4
E02001701,4
E02001776,4
E02004293,4
E02001722,4
E02001711,4
E02001812,4
E02004309,4
E02001811,4
E02001766,4
E02001804,4
E02001749,4
E02001787,4
E02005719,4
E02004308,4
E02001825,4
E02001719,4
E02001769,4
E02001770,4
E02001823,4
E02004306,4
E02005735,4
E02001739,4
E02004307,4
E02004351,4
E02001725,4
E02004317,4
E02001784,4
E02001726,4
E02004315,4
E02001803,4
E02001807,4
E02005716,4
E02001796,4
E02001705,4
E02001761,4
E02001714,4
E02004312,4
E02001817,4
E02001743,4
E02005714,4
E02001797,4
E02001696,4
E02001709,4
E02001810,4
E02004338,4
E02005718,4
E02001773,4
E02001768,4
E02001824,4
E02001718,4
E02001755,4
E02001737,4
E02001771,4
E02001751,4
E02005712,4
E02004294,4
E02005713,4
E02004321,4
E02001728,4
E02001740,4
E02001736,4
E02004313,4
E02001702,4
E02001698,4
E02005711,4
E02004322,4
E02004292,4
E02001785,4
E02001727,4
E02004332,4
E02006474,5
E02001997,5
E02001978,5
E02006480,5
E02006484,5
E02006520,5
E02006489,5
E02006490,5
E02001994,5
E02006521,5
E02001983,5
E02001995,5
E02006495,5
E02001959,5
E02006488,5
E02001987,5
E02001970,5
E02001968,5
E02006475,5
E02001988,5
E02001993,5
E02006472,5
E02001998,5
E02001981,5
E02005389,5
E02006470,5
E02005385,5
E02001975,5
E02006482,5
E02001976,5
E02001999,5
E02005386,5
E02001958,5
E02001996,5
E02005390,5
E02006487,5
E02001989,5
E02001962,5
E02001973,5
E02001982,5
E02005384,5
E02005387,5
E02005388,5
E02001991,5
E02001990,5
E02001961,5
E02001972,5
E02006477,5
E02001986,5
E02006483,5
E02001963,5
E02001985,5
E02006481,5
E02001969,5
E02001964,5
E02006486,5
E02006476,5
E02001967,5
E02006492,5
E02006479,5
E02001979,5
E02006806,5
E02001980,5
E02006519,5
E02001966,5
E02001992,5
E02006485,5
E02001974,5
E02001965,5
E02006805,5
E02001971,5
E02001977,5
E02006478,5
E02001984,5
E02002523,6
E02006812,6
E02002497,6
E02002524,6
E02002526,6
E02002516,6
E02002504,6
E02002529,6
E02002508,6
E02002506,6
E02002534,6
E02002496,6
E02002527,6
E02002507,6
E02002502,6
E02002498,6
E02002505,6
E02002520,6
E02002510,6
E02005796,6
E02002533,6
E02002503,6
E02002514,6
E02002530,6
E02005751,6
E02002512,6
E02006910,6
E02002515,6
E02002521,6
E02002513,6
E02002501,6
E02002509,6
E02002518,6
E02002519,6
E02002499,6
E02002532,6
E02006811,6
E02002500,6
E02002525,6
E02002517,6
E02005750,6
E02002543,7
E02002558,7
E02002542,7
E02002537,7
E02002554,7
E02002536,7
E02002548,7
E02002552,7
E02002545,7
E02002540,7
E02002539,7
E02002544,7
E02002541,7
E02002550,7
E02002551,7
E02002549,7
E02002546,7
E02002556,7
E02002535,7
E02002557,7
E02002538,7
E02002553,7
E02002547,7
E02002555,7
E02002573,8
E02005782,8
E02002572,8
E02002565,8
E02002566,8
E02002561,8
E02002570,8
E02002563,8
E02002567,8
E02002569,8
E02002568,8
E02002560,8
E02002562,8
E02002564,8
E02002559,8
E02002571,8
E02005215,9
E02002625,9
E02005214,9
E02002624,9
E02005277,9
E02002619,9
E02002620,9
E02005220,9
E02005213,9
E02002617,9
E02005212,9
E02002622,9
E02002616,9
E02002630,9
E02002629,9
E02005216,9
E02002626,9
E02005276,9
E02002627,9
E02002631,9
E02002623,9
E02002628,9
E02002618,9
E02002621,9
E02005217,9
E02002615,9
E02005219,9
E02005218,9
E02002749,10
E02002715,10
E02002700,10
E02002652,10
E02002752,10
E02002677,10
E02002674,10
E02002672,10
E02002668,10
E02002661,10
E02002676,10
E02002669,10
E02002702,10
E02002710,10
E02002693,10
E02002714,10
E02002704,10
E02002666,10
E02002703,10
E02002750,10
E02002670,10
E02002697,10
E02002716,10
E02002656,10
E02002682,10
E02002680,10
E02002696,10
E02002678,10
E02002679,10
E02002712,10
E02002660,10
E02002655,10
E02002673,10
E02002667,10
E02002706,10
E02002665,10
E02006813,10
E02002699,10
E02002717,10
E02002658,10
E02002662,10
E02006814,10
E02002698,10
E02002664,10
E02002663,10
E02002707,10
E02002675,10
E02002659,10
E02002708,10
E02002681,10
E02002719,10
E02002711,10
E02002671,10
E02002657,10
E02002695,10
E02002705,10
E02002653,10
E02002654,10
E02002718,10
E02002684,11
E02002686,11
E02002687,11
E02002685,11
E02002688,11
E02002689,11
E02002694,12
E02002701,13
E02002722,14
E02002723,15
E02002721,15
E02002724,15
E02002709,15
E02002720,15
E02002735,16
E02002741,16
E02002743,16
E02002727,16
E02002737,16
E02002740,16
E02002738,16
E02002728,16
E02005424,16
E02002730,16
E02002739,16
E02002747,16
E02002744,16
E02002736,16
E02002746,16
E02002729,16
E02002734,16
E02002742,16
E02002733,16
E02002745,16
E02002731,16
E02002732,16
E02005492,16
E02002748,16
E02002726,16
E02002771,17
E02002770,17
E02002759,17
E02002755,17
E02002756,17
E02002762,17
E02002757,17
E02002766,17
E02002763,17
E02002753,17
E02005493,17
E02002765,17
E02002751,17
E02002758,17
E02002769,17
E02002767,17
E02002761,17
E02002760,17
E02002768,17
E02002754,17
E02002764,17
E02002779,18
E02005759,18
E02002789,18
E02002780,18
E02002776,18
E02002781,18
E02005760,18
E02002793,18
E02005794,18
E02002692,18
E02002794,18
E02002787,18
E02002772,18
E02002773,18
E02002778,18
E02002795,18
E02002775,18
E02005811,18
E02002786,18
E02002784,18
E02002791,18
E02002783,18
E02002782,18
E02002774,18
E02002792,18
E02002785,18
E02005776,18
E02002777,18
E02002788,18
E02002790,18
E02002803,19
E02004043,19
E02002826,19
E02002802,19
E02002809,19
E02002813,19
E02002821,19
E02002801,19
E02002805,19
E02002824,19
E02002810,19
E02002812,19
E02002807,19
E02004075,19
E02002806,19
E02002799,19
E02002804,19
E02002796,19
E02004037,19
E02002819,19
E02002816,19
E02002825,19
E02004039,19
E02002822,19
E02004123,19
E02004120,19
E02002817,19
E02002811,19
E02002820,19
E02004076,19
E02004074,19
E02004081,19
E02002815,19
E02002800,19
E02004121,19
E02004038,19
E02004086,19
E02002808,19
E02002797,19
E02002814,19
E02002818,19
E02004077,19
E02002823,19
E02002798,19
E02004035,19
E02004044,19
E02002863,20
E02002864,21
E02002865,21
E02002906,22
E02002907,22
E02002908,22
E02002909,23
E02002910,24
E02002914,25
E02002918,25
E02002912,25
E02002911,25
E02002917,25
E02002924,25
E02002919,25
E02002920,25
E02002925,25
E02002921,25
E02002922,25
E02002916,25
E02002915,25
E02002926,26
E02002927,26
E02006011,27
E02002941,27
E02002930,27
E02002932,27
E02002943,27
E02002949,27
E02002938,27
E02006010,27
E02002935,27
E02002933,27
E02006008,27
E02002940,27
E02002944,27
E02006012,27
E02002928,27
